client,total_images,total_alt_tags,alt_length,occurrences,pct_all_occurrences
desktop,209139752,171600191,495,694,3.318355278531649E-6
mobile,275489967,225936151,495,1000,3.6298962568027024E-6
desktop,209139752,171600191,496,720,3.4426740641826906E-6
mobile,275489967,225936151,496,996,3.6153766717754916E-6
desktop,209139752,171600191,497,647,3.093625166008612E-6
mobile,275489967,225936151,497,941,3.415732377651343E-6
desktop,209139752,171600191,498,818,3.911260256252002E-6
mobile,275489967,225936151,498,1165,4.228829139175149E-6
desktop,209139752,171600191,499,770,3.681748651973155E-6
mobile,275489967,225936151,499,1071,3.887618891035694E-6
desktop,209139752,171600191,500,899,4.298561088472554E-6
mobile,275489967,225936151,500,1207,4.381284781960862E-6
desktop,209139752,171600191,501,826,3.949512190298475E-6
mobile,275489967,225936151,501,1121,4.0691137038758295E-6
desktop,209139752,171600191,502,733,3.5048334570082116E-6
mobile,275489967,225936151,502,989,3.5899673979778726E-6
desktop,209139752,171600191,503,705,3.3709516878455512E-6
mobile,275489967,225936151,503,965,3.5028498878146076E-6
desktop,209139752,171600191,504,791,3.7821599788451503E-6
mobile,275489967,225936151,504,1122,4.072743600132632E-6
desktop,209139752,171600191,505,787,3.7630340118219134E-6
mobile,275489967,225936151,505,1058,3.840430239697259E-6
desktop,209139752,171600191,506,826,3.949512190298475E-6
mobile,275489967,225936151,506,1137,4.1271920439846725E-6
desktop,209139752,171600191,507,730,3.4904889817407837E-6
mobile,275489967,225936151,507,1068,3.876729202265286E-6
desktop,209139752,171600191,508,759,3.629152242659253E-6
mobile,275489967,225936151,508,1075,3.9021384760629054E-6
desktop,209139752,171600191,509,636,3.04102875669471E-6
mobile,275489967,225936151,509,907,3.292315904920051E-6
desktop,209139752,171600191,510,720,3.4426740641826906E-6
mobile,275489967,225936151,510,1042,3.7823518995884157E-6
desktop,209139752,171600191,511,798,3.8156304211358155E-6
mobile,275489967,225936151,511,1088,3.949327127401341E-6
desktop,209139752,171600191,512,1166,5.575219387273635E-6
mobile,275489967,225936151,512,1534,5.568260857935346E-6
desktop,209139752,171600191,513,749,3.58133732510116E-6
mobile,275489967,225936151,513,1020,3.7024941819387565E-6
desktop,209139752,171600191,514,683,3.2657588692177467E-6
mobile,275489967,225936151,514,947,3.4375117551921593E-6
desktop,209139752,171600191,515,656,3.1366585918108958E-6
mobile,275489967,225936151,515,885,3.2124581872703918E-6
desktop,209139752,171600191,516,666,3.184473509368989E-6
mobile,275489967,225936151,516,892,3.2378674610680104E-6
desktop,209139752,171600191,517,657,3.141440083566705E-6
mobile,275489967,225936151,517,938,3.404842688880935E-6
desktop,209139752,171600191,518,695,3.323136770287458E-6
mobile,275489967,225936151,518,940,3.4121024813945402E-6
desktop,209139752,171600191,519,721,3.4474555559385E-6
mobile,275489967,225936151,519,981,3.560928227923451E-6
desktop,209139752,171600191,520,674,3.222725443415463E-6
mobile,275489967,225936151,520,961,3.488330302787397E-6
desktop,209139752,171600191,521,634,3.0314657731830916E-6
mobile,275489967,225936151,521,925,3.3576540375424997E-6
desktop,209139752,171600191,522,637,3.0458102484505195E-6
mobile,275489967,225936151,522,910,3.303205593690459E-6
desktop,209139752,171600191,523,609,2.911928479287859E-6
mobile,275489967,225936151,523,857,3.110821092079916E-6
desktop,209139752,171600191,524,643,3.0744991989853752E-6
mobile,275489967,225936151,524,928,3.368543726312908E-6
desktop,209139752,171600191,525,586,2.8019541689042456E-6
mobile,275489967,225936151,525,902,3.2741664236360377E-6
desktop,209139752,171600191,526,594,2.8402061029507198E-6
mobile,275489967,225936151,526,864,3.1362303658775347E-6
desktop,209139752,171600191,527,626,2.993213839136617E-6
mobile,275489967,225936151,527,977,3.5464086428962403E-6
desktop,209139752,171600191,528,597,2.8545505782181477E-6
mobile,275489967,225936151,528,861,3.125340677107127E-6
desktop,209139752,171600191,529,684,3.270540360973556E-6
mobile,275489967,225936151,529,899,3.2632767348656294E-6
desktop,209139752,171600191,530,621,2.9693063803575707E-6
mobile,275489967,225936151,530,888,3.2233478760407996E-6
desktop,209139752,171600191,531,633,3.026684281427282E-6
mobile,275489967,225936151,531,901,3.2705365273792348E-6
desktop,209139752,171600191,532,609,2.911928479287859E-6
mobile,275489967,225936151,532,931,3.379433415083316E-6
desktop,209139752,171600191,533,652,3.117532624787659E-6
mobile,275489967,225936151,533,921,3.343134452515289E-6
desktop,209139752,171600191,534,671,3.208380968148035E-6
mobile,275489967,225936151,534,879,3.190678809729575E-6
desktop,209139752,171600191,535,628,3.002776822648236E-6
mobile,275489967,225936151,535,885,3.2124581872703918E-6
desktop,209139752,171600191,536,575,2.749357759590343E-6
mobile,275489967,225936151,536,824,2.9910345156054267E-6
desktop,209139752,171600191,537,588,2.811517152415864E-6
mobile,275489967,225936151,537,885,3.2124581872703918E-6
desktop,209139752,171600191,538,604,2.888021020508813E-6
mobile,275489967,225936151,538,841,3.0527427519710726E-6
desktop,209139752,171600191,539,651,3.1127511330318494E-6
mobile,275489967,225936151,539,838,3.041853063200665E-6
desktop,209139752,171600191,540,562,2.6871983667648226E-6
mobile,275489967,225936151,540,791,2.8712479391309374E-6
desktop,209139752,171600191,541,569,2.7206688090554873E-6
mobile,275489967,225936151,541,843,3.060002544484678E-6
desktop,209139752,171600191,542,625,2.988432347380808E-6
mobile,275489967,225936151,542,875,3.1761592247023645E-6
desktop,209139752,171600191,543,587,2.8067356606600546E-6
mobile,275489967,225936151,543,829,3.0091839968894404E-6
desktop,209139752,171600191,544,634,3.0314657731830916E-6
mobile,275489967,225936151,544,854,3.099931403309508E-6
desktop,209139752,171600191,545,592,2.8306431194391013E-6
mobile,275489967,225936151,545,785,2.8494685615901213E-6
desktop,209139752,171600191,546,596,2.8497690864623382E-6
mobile,275489967,225936151,546,821,2.9801448268350185E-6
desktop,209139752,171600191,547,566,2.7063243337880594E-6
mobile,275489967,225936151,547,825,2.9946644118622296E-6
desktop,209139752,171600191,548,561,2.682416875009013E-6
mobile,275489967,225936151,548,853,3.0963015070527053E-6
desktop,209139752,171600191,549,624,2.9836508556249986E-6
mobile,275489967,225936151,549,885,3.2124581872703918E-6
desktop,209139752,171600191,550,585,2.797172677148436E-6
mobile,275489967,225936151,550,831,3.0164437894030458E-6
desktop,209139752,171600191,551,521,2.4911572047766413E-6
mobile,275489967,225936151,551,781,2.8349489765629105E-6
desktop,209139752,171600191,552,568,2.7158873172996783E-6
mobile,275489967,225936151,552,784,2.845838665333319E-6
desktop,209139752,171600191,553,527,2.519846155311497E-6
mobile,275489967,225936151,553,774,2.8095397027652915E-6
desktop,209139752,171600191,554,541,2.5867870398928274E-6
mobile,275489967,225936151,554,766,2.78050053271087E-6
desktop,209139752,171600191,555,529,2.529409138823116E-6
mobile,275489967,225936151,555,749,2.718792296345224E-6
desktop,209139752,171600191,556,582,2.7828282018810083E-6
mobile,275489967,225936151,556,809,2.936586071753386E-6
desktop,209139752,171600191,557,568,2.7158873172996783E-6
mobile,275489967,225936151,557,821,2.9801448268350185E-6
desktop,209139752,171600191,558,539,2.5772240563812085E-6
mobile,275489967,225936151,558,798,2.8966572129285564E-6
desktop,209139752,171600191,559,582,2.7828282018810083E-6
mobile,275489967,225936151,559,793,2.8785077316445428E-6
desktop,209139752,171600191,560,494,2.3620569273697904E-6
mobile,275489967,225936151,560,756,2.744201570142843E-6
desktop,209139752,171600191,561,530,2.534190630578925E-6
mobile,275489967,225936151,561,773,2.805909806508489E-6
desktop,209139752,171600191,562,494,2.3620569273697904E-6
mobile,275489967,225936151,562,788,2.8603582503605295E-6
desktop,209139752,171600191,563,512,2.4481237789743576E-6
mobile,275489967,225936151,563,729,2.64619437120917E-6
desktop,209139752,171600191,564,569,2.7206688090554873E-6
mobile,275489967,225936151,564,782,2.8385788728197134E-6
desktop,209139752,171600191,565,523,2.50072018828826E-6
mobile,275489967,225936151,565,739,2.682493333777197E-6
desktop,209139752,171600191,566,524,2.505501680044069E-6
mobile,275489967,225936151,566,749,2.718792296345224E-6
desktop,209139752,171600191,567,520,2.4863757130208323E-6
mobile,275489967,225936151,567,739,2.682493333777197E-6
desktop,209139752,171600191,568,565,2.7015428420322504E-6
mobile,275489967,225936151,568,751,2.7260520888588295E-6
desktop,209139752,171600191,569,492,2.352493943858172E-6
mobile,275489967,225936151,569,718,2.60626551238434E-6
desktop,209139752,171600191,570,545,2.6059130069160643E-6
mobile,275489967,225936151,570,742,2.693383022547605E-6
desktop,209139752,171600191,571,526,2.515064663555688E-6
mobile,275489967,225936151,571,742,2.693383022547605E-6
desktop,209139752,171600191,572,506,2.419434828439502E-6
mobile,275489967,225936151,572,732,2.657084059979578E-6
desktop,209139752,171600191,573,534,2.5533165976021622E-6
mobile,275489967,225936151,573,737,2.675233541263592E-6
desktop,209139752,171600191,574,534,2.5533165976021622E-6
mobile,275489967,225936151,574,788,2.8603582503605295E-6
desktop,209139752,171600191,575,538,2.5724425646253995E-6
mobile,275489967,225936151,575,732,2.657084059979578E-6
desktop,209139752,171600191,576,495,2.3668384191256E-6
mobile,275489967,225936151,576,706,2.562706757302708E-6
desktop,209139752,171600191,577,516,2.467249745997595E-6
mobile,275489967,225936151,577,753,2.733311881372435E-6
desktop,209139752,171600191,578,557,2.663290907985776E-6
mobile,275489967,225936151,578,757,2.7478314663996456E-6
desktop,209139752,171600191,579,502,2.400308861416265E-6
mobile,275489967,225936151,579,673,2.4429201808282185E-6
desktop,209139752,171600191,580,494,2.3620569273697904E-6
mobile,275489967,225936151,580,754,2.7369417776292377E-6
desktop,209139752,171600191,581,492,2.352493943858172E-6
mobile,275489967,225936151,581,740,2.6861232300339997E-6
desktop,209139752,171600191,582,479,2.290334551032651E-6
mobile,275489967,225936151,582,711,2.5808562385867215E-6
desktop,209139752,171600191,583,528,2.5246276470673065E-6
mobile,275489967,225936151,583,761,2.7623510514268563E-6
desktop,209139752,171600191,584,495,2.3668384191256E-6
mobile,275489967,225936151,584,694,2.5191480022210756E-6
desktop,209139752,171600191,585,483,2.3094605180558883E-6
mobile,275489967,225936151,585,773,2.805909806508489E-6
desktop,209139752,171600191,586,472,2.2568641087419862E-6
mobile,275489967,225936151,586,648,2.352172774408151E-6
desktop,209139752,171600191,587,531,2.5389721223347343E-6
mobile,275489967,225936151,587,734,2.6643438524931835E-6
desktop,209139752,171600191,588,513,2.452905270730167E-6
mobile,275489967,225936151,588,705,2.559076861045905E-6
desktop,209139752,171600191,589,515,2.4624682542417855E-6
mobile,275489967,225936151,589,699,2.537297483505089E-6
desktop,209139752,171600191,590,525,2.5102831717998786E-6
mobile,275489967,225936151,590,732,2.657084059979578E-6
desktop,209139752,171600191,591,472,2.2568641087419862E-6
mobile,275489967,225936151,591,651,2.3630624631785594E-6
desktop,209139752,171600191,592,447,2.1373268148467538E-6
mobile,275489967,225936151,592,636,2.308614019326519E-6
desktop,209139752,171600191,593,512,2.4481237789743576E-6
mobile,275489967,225936151,593,748,2.715162400088421E-6
desktop,209139752,171600191,594,495,2.3668384191256E-6
mobile,275489967,225936151,594,633,2.2977243305561106E-6
desktop,209139752,171600191,595,497,2.3764014026372183E-6
mobile,275489967,225936151,595,713,2.588116031100327E-6
desktop,209139752,171600191,596,446,2.1325453230909443E-6
mobile,275489967,225936151,596,637,2.3122439155833213E-6
desktop,209139752,171600191,597,541,2.5867870398928274E-6
mobile,275489967,225936151,597,744,2.7006428150612104E-6
desktop,209139752,171600191,598,464,2.2186121746955116E-6
mobile,275489967,225936151,598,649,2.355802670664954E-6
desktop,209139752,171600191,599,477,2.2807715675210325E-6
mobile,275489967,225936151,599,662,2.402991322003389E-6
desktop,209139752,171600191,600,439,2.0990748808002796E-6
mobile,275489967,225936151,600,662,2.402991322003389E-6
desktop,209139752,171600191,601,517,2.4720312377534044E-6
mobile,275489967,225936151,601,713,2.588116031100327E-6
desktop,209139752,171600191,602,452,2.1612342736258E-6
mobile,275489967,225936151,602,640,2.3231336043537296E-6
desktop,209139752,171600191,603,499,2.385964386148837E-6
mobile,275489967,225936151,603,661,2.3993614257465863E-6
desktop,209139752,171600191,604,498,2.3811828943930277E-6
mobile,275489967,225936151,604,751,2.7260520888588295E-6
desktop,209139752,171600191,605,469,2.2425196334745583E-6
mobile,275489967,225936151,605,672,2.439290284571416E-6
desktop,209139752,171600191,606,522,2.4959386965324507E-6
mobile,275489967,225936151,606,683,2.479219143396246E-6
desktop,209139752,171600191,607,468,2.237738141718749E-6
mobile,275489967,225936151,607,673,2.4429201808282185E-6
desktop,209139752,171600191,608,433,2.070385930265424E-6
mobile,275489967,225936151,608,632,2.294094434299308E-6
desktop,209139752,171600191,609,429,2.0512599632421865E-6
mobile,275489967,225936151,609,593,2.1525284802840026E-6
desktop,209139752,171600191,610,427,2.041696979730568E-6
mobile,275489967,225936151,610,609,2.2106068203928456E-6
desktop,209139752,171600191,611,449,2.1468897983583722E-6
mobile,275489967,225936151,611,647,2.3485428781513486E-6
desktop,209139752,171600191,612,473,2.2616456004977952E-6
mobile,275489967,225936151,612,648,2.352172774408151E-6
desktop,209139752,171600191,613,460,2.1994862076722747E-6
mobile,275489967,225936151,613,631,2.290464538042505E-6
desktop,209139752,171600191,614,450,2.1516712901141816E-6
mobile,275489967,225936151,614,632,2.294094434299308E-6
desktop,209139752,171600191,615,453,2.1660157653816095E-6
mobile,275489967,225936151,615,638,2.3158738118401242E-6
desktop,209139752,171600191,616,419,2.0034450456840934E-6
mobile,275489967,225936151,616,577,2.094450140175159E-6
desktop,209139752,171600191,617,456,2.1803602406490374E-6
mobile,275489967,225936151,617,605,2.196087235365635E-6
desktop,209139752,171600191,618,439,2.0990748808002796E-6
mobile,275489967,225936151,618,602,2.1851975465952266E-6
desktop,209139752,171600191,619,432,2.0656044385096144E-6
mobile,275489967,225936151,619,634,2.3013542268129135E-6
desktop,209139752,171600191,620,404,1.931722669346954E-6
mobile,275489967,225936151,620,591,2.1452686877703973E-6
desktop,209139752,171600191,621,387,1.8504373094981962E-6
mobile,275489967,225936151,621,576,2.0908202439183567E-6
desktop,209139752,171600191,622,401,1.917378194079526E-6
mobile,275489967,225936151,622,537,1.9492542899030513E-6
desktop,209139752,171600191,623,431,2.060822946753805E-6
mobile,275489967,225936151,623,617,2.239645990447267E-6
desktop,209139752,171600191,624,390,1.864781784765624E-6
mobile,275489967,225936151,624,582,2.112599621459173E-6
desktop,209139752,171600191,625,445,2.1277638313351353E-6
mobile,275489967,225936151,625,604,2.1924573391088324E-6
desktop,209139752,171600191,626,426,2.0369154879747586E-6
mobile,275489967,225936151,626,598,2.170677961568016E-6
desktop,209139752,171600191,627,378,1.8074038836959126E-6
mobile,275489967,225936151,627,528,1.916585223591827E-6
desktop,209139752,171600191,628,449,2.1468897983583722E-6
mobile,275489967,225936151,628,623,2.2614253679880837E-6
desktop,209139752,171600191,629,464,2.2186121746955116E-6
mobile,275489967,225936151,629,654,2.3739521519489672E-6
desktop,209139752,171600191,630,447,2.1373268148467538E-6
mobile,275489967,225936151,630,638,2.3158738118401242E-6
desktop,209139752,171600191,631,436,2.0847304055328517E-6
mobile,275489967,225936151,631,610,2.2142367166496485E-6
desktop,209139752,171600191,632,452,2.1612342736258E-6
mobile,275489967,225936151,632,627,2.2759449530152945E-6
desktop,209139752,171600191,633,395,1.8886892435446706E-6
mobile,275489967,225936151,633,560,2.0327419038095133E-6
desktop,209139752,171600191,634,438,2.09429338904447E-6
mobile,275489967,225936151,634,623,2.2614253679880837E-6
desktop,209139752,171600191,635,410,1.96041161988181E-6
mobile,275489967,225936151,635,590,2.1416387915135944E-6
desktop,209139752,171600191,636,422,2.0177895209515213E-6
mobile,275489967,225936151,636,568,2.061781073863935E-6
desktop,209139752,171600191,637,380,1.8169668672075312E-6
mobile,275489967,225936151,637,551,2.000072837498289E-6
desktop,209139752,171600191,638,413,1.9747560951492377E-6
mobile,275489967,225936151,638,595,2.159788272797608E-6
desktop,209139752,171600191,639,378,1.8074038836959126E-6
mobile,275489967,225936151,639,552,2.003702733755092E-6
desktop,209139752,171600191,640,355,1.6974295733122988E-6
mobile,275489967,225936151,640,525,1.9056955348214188E-6
desktop,209139752,171600191,641,379,1.8121853754517218E-6
mobile,275489967,225936151,641,563,2.0436315925799216E-6
desktop,209139752,171600191,642,440,2.1038563725560886E-6
mobile,275489967,225936151,642,599,2.1743078578248188E-6
desktop,209139752,171600191,643,384,1.8360928342307683E-6
mobile,275489967,225936151,643,598,2.170677961568016E-6
desktop,209139752,171600191,644,428,2.046478471486377E-6
mobile,275489967,225936151,644,599,2.1743078578248188E-6
desktop,209139752,171600191,645,409,1.955630128126001E-6
mobile,275489967,225936151,645,590,2.1416387915135944E-6
desktop,209139752,171600191,646,413,1.9747560951492377E-6
mobile,275489967,225936151,646,578,2.098080036431962E-6
desktop,209139752,171600191,647,590,2.8210801359274825E-6
mobile,275489967,225936151,647,740,2.6861232300339997E-6
desktop,209139752,171600191,648,404,1.931722669346954E-6
mobile,275489967,225936151,648,556,2.0182223187823026E-6
desktop,209139752,171600191,649,337,1.6113627217077315E-6
mobile,275489967,225936151,649,506,1.8367275059421673E-6
desktop,209139752,171600191,650,332,1.5874552629286852E-6
mobile,275489967,225936151,650,518,1.8802862610237998E-6
desktop,209139752,171600191,651,390,1.864781784765624E-6
mobile,275489967,225936151,651,548,1.989183148727881E-6
desktop,209139752,171600191,652,368,1.7595889661378197E-6
mobile,275489967,225936151,652,499,1.8113182321445485E-6
desktop,209139752,171600191,653,414,1.979537586905047E-6
mobile,275489967,225936151,653,549,1.9928130449846835E-6
desktop,209139752,171600191,654,327,1.5635478041496387E-6
mobile,275489967,225936151,654,503,1.8258378171717592E-6
desktop,209139752,171600191,655,376,1.797840900184294E-6
mobile,275489967,225936151,655,552,2.003702733755092E-6
desktop,209139752,171600191,656,399,1.9078152105679077E-6
mobile,275489967,225936151,656,585,2.1234893102295807E-6
desktop,209139752,171600191,657,414,1.979537586905047E-6
mobile,275489967,225936151,657,579,2.1017099326887646E-6
desktop,209139752,171600191,658,384,1.8360928342307683E-6
mobile,275489967,225936151,658,565,2.050891385093527E-6
desktop,209139752,171600191,659,373,1.783496424916866E-6
mobile,275489967,225936151,659,492,1.7859089583469295E-6
desktop,209139752,171600191,660,393,1.879126260033052E-6
mobile,275489967,225936151,660,566,2.0545212813503294E-6
desktop,209139752,171600191,661,367,1.7548074743820103E-6
mobile,275489967,225936151,661,553,2.0073326300118943E-6
desktop,209139752,171600191,662,375,1.7930594084284847E-6
mobile,275489967,225936151,662,537,1.9492542899030513E-6
desktop,209139752,171600191,663,356,1.7022110650681082E-6
mobile,275489967,225936151,663,489,1.7750192695765214E-6
desktop,209139752,171600191,664,376,1.797840900184294E-6
mobile,275489967,225936151,664,519,1.8839161572806025E-6
desktop,209139752,171600191,665,353,1.6878665898006803E-6
mobile,275489967,225936151,665,520,1.8875460535374051E-6
desktop,209139752,171600191,666,346,1.6543961475100152E-6
mobile,275489967,225936151,666,484,1.756869788292508E-6
desktop,209139752,171600191,667,366,1.750025982626201E-6
mobile,275489967,225936151,667,538,1.9528841861598537E-6
desktop,209139752,171600191,668,363,1.7356815073587732E-6
mobile,275489967,225936151,668,547,1.985553252471078E-6
desktop,209139752,171600191,669,372,1.7787149331610568E-6
mobile,275489967,225936151,669,534,1.938364601132643E-6
desktop,209139752,171600191,670,350,1.6735221145332525E-6
mobile,275489967,225936151,670,516,1.8730264685101944E-6
desktop,209139752,171600191,671,358,1.7117740485797267E-6
mobile,275489967,225936151,671,499,1.8113182321445485E-6
desktop,209139752,171600191,672,361,1.7261185238471545E-6
mobile,275489967,225936151,672,522,1.8948058460510107E-6
desktop,209139752,171600191,673,338,1.616144213463541E-6
mobile,275489967,225936151,673,538,1.9528841861598537E-6
desktop,209139752,171600191,674,370,1.7691519496494382E-6
mobile,275489967,225936151,674,523,1.8984357423078134E-6
desktop,209139752,171600191,675,347,1.6591776392658246E-6
mobile,275489967,225936151,675,475,1.7242007219812836E-6
desktop,209139752,171600191,676,409,1.955630128126001E-6
mobile,275489967,225936151,676,602,2.1851975465952266E-6
desktop,209139752,171600191,677,361,1.7261185238471545E-6
mobile,275489967,225936151,677,513,1.8621367797397863E-6
desktop,209139752,171600191,678,322,1.5396403453705921E-6
mobile,275489967,225936151,678,497,1.8040584396309431E-6
desktop,209139752,171600191,679,375,1.7930594084284847E-6
mobile,275489967,225936151,679,577,2.094450140175159E-6
desktop,209139752,171600191,680,290,1.386632609184695E-6
mobile,275489967,225936151,680,424,1.5390760128843458E-6
desktop,209139752,171600191,681,326,1.5587663123938294E-6
mobile,275489967,225936151,681,465,1.6879017594132567E-6
desktop,209139752,171600191,682,322,1.5396403453705921E-6
mobile,275489967,225936151,682,490,1.778649165833324E-6
desktop,209139752,171600191,683,350,1.6735221145332525E-6
mobile,275489967,225936151,683,486,1.7641295808061133E-6
desktop,209139752,171600191,684,486,2.323804993323316E-6
mobile,275489967,225936151,684,579,2.1017099326887646E-6
desktop,209139752,171600191,685,362,1.730900015602964E-6
mobile,275489967,225936151,685,514,1.865766675996589E-6
desktop,209139752,171600191,686,359,1.716555540335536E-6
mobile,275489967,225936151,686,464,1.684271863156454E-6
desktop,209139752,171600191,687,374,1.7882779166726755E-6
mobile,275489967,225936151,687,506,1.8367275059421673E-6
desktop,209139752,171600191,688,356,1.7022110650681082E-6
mobile,275489967,225936151,688,550,1.9964429412414864E-6
desktop,209139752,171600191,689,359,1.716555540335536E-6
mobile,275489967,225936151,689,486,1.7641295808061133E-6
desktop,209139752,171600191,690,327,1.5635478041496387E-6
mobile,275489967,225936151,690,469,1.7024213444404674E-6
desktop,209139752,171600191,691,308,1.4726994607892622E-6
mobile,275489967,225936151,691,453,1.6443430043316242E-6
desktop,209139752,171600191,692,358,1.7117740485797267E-6
mobile,275489967,225936151,692,475,1.7242007219812836E-6
desktop,209139752,171600191,693,331,1.5826737711728758E-6
mobile,275489967,225936151,693,449,1.6298234193044135E-6
desktop,209139752,171600191,694,302,1.4440105102544064E-6
mobile,275489967,225936151,694,417,1.5136667390867268E-6
desktop,209139752,171600191,695,316,1.5109513948357364E-6
mobile,275489967,225936151,695,476,1.7278306182380862E-6
desktop,209139752,171600191,696,351,1.6783036062890617E-6
mobile,275489967,225936151,696,505,1.8330976096853646E-6
desktop,209139752,171600191,697,334,1.5970182464403036E-6
mobile,275489967,225936151,697,463,1.6806419668996513E-6
desktop,209139752,171600191,698,380,1.8169668672075312E-6
mobile,275489967,225936151,698,494,1.793168750860535E-6
desktop,209139752,171600191,699,340,1.6257071969751594E-6
mobile,275489967,225936151,699,514,1.865766675996589E-6
desktop,209139752,171600191,700,319,1.5252958701031643E-6
mobile,275489967,225936151,700,459,1.6661223818724403E-6
desktop,209139752,171600191,701,392,1.8743447682772427E-6
mobile,275489967,225936151,701,524,1.9020656385646161E-6
desktop,209139752,171600191,702,320,1.5300773618589737E-6
mobile,275489967,225936151,702,470,1.7060512406972701E-6
desktop,209139752,171600191,703,282,1.3483806751382205E-6
mobile,275489967,225936151,703,429,1.5572254941683593E-6
desktop,209139752,171600191,704,326,1.5587663123938294E-6
mobile,275489967,225936151,704,588,2.134378998999989E-6
desktop,209139752,171600191,705,306,1.4631364772776435E-6
mobile,275489967,225936151,705,416,1.5100368428299241E-6
desktop,209139752,171600191,706,338,1.616144213463541E-6
mobile,275489967,225936151,706,475,1.7242007219812836E-6
desktop,209139752,171600191,707,352,1.683085098044871E-6
mobile,275489967,225936151,707,486,1.7641295808061133E-6
desktop,209139752,171600191,708,301,1.439229018498597E-6
mobile,275489967,225936151,708,417,1.5136667390867268E-6
desktop,209139752,171600191,709,332,1.5874552629286852E-6
mobile,275489967,225936151,709,460,1.669752278129243E-6
desktop,209139752,171600191,710,288,1.3770696256730763E-6
mobile,275489967,225936151,710,468,1.6987914481836647E-6
desktop,209139752,171600191,711,289,1.3818511174288855E-6
mobile,275489967,225936151,711,409,1.4846275690323053E-6
desktop,209139752,171600191,712,306,1.4631364772776435E-6
mobile,275489967,225936151,712,421,1.5281863241139378E-6
desktop,209139752,171600191,713,291,1.3914141009405041E-6
mobile,275489967,225936151,713,442,1.6044141455067944E-6
desktop,209139752,171600191,714,348,1.6639591310216338E-6
mobile,275489967,225936151,714,491,1.7822790620901268E-6
desktop,209139752,171600191,715,273,1.3053472493359369E-6
mobile,275489967,225936151,715,415,1.5064069465731214E-6
desktop,209139752,171600191,716,307,1.4679179690334527E-6
mobile,275489967,225936151,716,442,1.6044141455067944E-6
desktop,209139752,171600191,717,318,1.520514378347355E-6
mobile,275489967,225936151,717,522,1.8948058460510107E-6
desktop,209139752,171600191,718,315,1.5061699030799272E-6
mobile,275489967,225936151,718,441,1.6007842492499917E-6
desktop,209139752,171600191,719,306,1.4631364772776435E-6
mobile,275489967,225936151,719,435,1.5790048717091756E-6
desktop,209139752,171600191,720,338,1.616144213463541E-6
mobile,275489967,225936151,720,452,1.6407131080748215E-6
desktop,209139752,171600191,721,314,1.501388411324118E-6
mobile,275489967,225936151,721,423,1.5354461166275431E-6
desktop,209139752,171600191,722,290,1.386632609184695E-6
mobile,275489967,225936151,722,421,1.5281863241139378E-6
desktop,209139752,171600191,723,270,1.291002774068509E-6
mobile,275489967,225936151,723,431,1.5644852866819647E-6
desktop,209139752,171600191,724,315,1.5061699030799272E-6
mobile,275489967,225936151,724,452,1.6407131080748215E-6
desktop,209139752,171600191,725,284,1.3579436586498392E-6
mobile,275489967,225936151,725,427,1.549965701654754E-6
desktop,209139752,171600191,726,266,1.2718768070452719E-6
mobile,275489967,225936151,726,414,1.5027770503163187E-6
desktop,209139752,171600191,727,288,1.3770696256730763E-6
mobile,275489967,225936151,727,411,1.4918873615459107E-6
desktop,209139752,171600191,728,330,1.5778922794170665E-6
mobile,275489967,225936151,728,465,1.6879017594132567E-6
desktop,209139752,171600191,729,328,1.5683292959054479E-6
mobile,275489967,225936151,729,567,2.0581511776071323E-6
desktop,209139752,171600191,730,309,1.4774809525450714E-6
mobile,275489967,225936151,730,410,1.488257465289108E-6
desktop,209139752,171600191,731,281,1.3435991833824113E-6
mobile,275489967,225936151,731,434,1.575374975452373E-6
desktop,209139752,171600191,732,291,1.3914141009405041E-6
mobile,275489967,225936151,732,375,1.3612110963010135E-6
desktop,209139752,171600191,733,297,1.4201030514753599E-6
mobile,275489967,225936151,733,440,1.597154352993189E-6
desktop,209139752,171600191,734,307,1.4679179690334527E-6
mobile,275489967,225936151,734,424,1.5390760128843458E-6
desktop,209139752,171600191,735,331,1.5826737711728758E-6
mobile,275489967,225936151,735,442,1.6044141455067944E-6
desktop,209139752,171600191,736,280,1.3388176916266018E-6
mobile,275489967,225936151,736,390,1.415659540153054E-6
desktop,209139752,171600191,737,281,1.3435991833824113E-6
mobile,275489967,225936151,737,439,1.5935244567363864E-6
desktop,209139752,171600191,738,317,1.5157328865915458E-6
mobile,275489967,225936151,738,452,1.6407131080748215E-6
desktop,209139752,171600191,739,255,1.2192803977313696E-6
mobile,275489967,225936151,739,409,1.4846275690323053E-6
desktop,209139752,171600191,740,291,1.3914141009405041E-6
mobile,275489967,225936151,740,386,1.401139955125843E-6
desktop,209139752,171600191,741,290,1.386632609184695E-6
mobile,275489967,225936151,741,436,1.5826347679659783E-6
desktop,209139752,171600191,742,317,1.5157328865915458E-6
mobile,275489967,225936151,742,434,1.575374975452373E-6
desktop,209139752,171600191,743,296,1.4153215597195507E-6
mobile,275489967,225936151,743,459,1.6661223818724403E-6
desktop,209139752,171600191,744,247,1.1810284636848952E-6
mobile,275489967,225936151,744,381,1.3829904738418296E-6
desktop,209139752,171600191,745,254,1.2144989059755604E-6
mobile,275489967,225936151,745,384,1.3938801626122377E-6
desktop,209139752,171600191,746,256,1.2240618894871788E-6
mobile,275489967,225936151,746,365,1.3249121337329864E-6
